Fisch,Name wissenschaftlich,Einzugsgebiet,Gefährdungsstatus,Kritische Temperatur °C,Minimale Temperatur °C,Kritischer O2-Grenzwert (mg/l),See,year,temperature_avg,temperature_min,temperature_max,scenario,depth,überlebt
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2082,6.34,4.95,7.56,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2083,5.82,5.19,6.96,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2084,6.01,5.36,7.17,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2085,6.2,5.3,7.16,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2086,5.99,5.28,7.21,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2087,6.19,5.05,6.93,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2088,6.17,5.19,6.93,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2089,6.53,4.99,7.73,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2090,5.9,5.22,7.1,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2091,6.2,5.35,6.9,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2092,6.17,5.13,6.96,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2093,5.89,5.41,7.01,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2094,6.49,4.85,7.82,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2095,5.97,5.16,6.65,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2096,6.34,5.69,6.76,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2097,6.24,5.25,7.19,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2098,6.39,5.22,8.44,RCP85,bottom,True
Nase,Chondrostoma nasus,Rhein,1,21.0,X,3.0,Oeschinensee,2099,6.67,5.09,7.68,RCP85,bottom,True
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1981,7.91,7.34,8.92,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1982,8.66,8.31,9.13,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1983,8.33,6.98,8.9,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1984,7.63,7.31,8.12,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1985,8.1,7.11,8.66,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1986,8.4,6.94,9.64,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1987,7.87,7.29,8.83,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1988,8.37,8.01,8.88,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1989,8.22,7.8,9.2,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1990,8.4,7.67,9.27,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1991,8.16,7.6,8.78,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1992,7.89,7.15,9.14,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1993,8.42,6.63,9.73,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1994,7.83,6.89,8.17,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1995,8.58,7.08,9.76,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1996,8.56,8.14,9.22,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1997,8.75,7.04,9.3,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1998,8.46,8.31,8.64,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1999,8.71,8.07,9.53,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2000,7.98,7.24,9.8,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2001,8.93,7.98,9.41,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2002,8.61,7.94,9.25,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2003,8.82,8.18,9.45,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2004,8.42,8.29,9.68,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2005,8.87,7.25,9.58,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2006,8.87,7.34,10.07,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2007,8.5,8.19,8.78,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2008,8.41,7.02,8.95,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2009,9.0,8.27,9.97,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2010,9.33,8.69,10.21,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2011,8.59,8.05,9.14,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2012,8.24,7.82,8.67,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2013,8.96,7.38,10.21,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2014,8.8,7.3,9.97,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2015,8.54,7.83,9.8,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2016,8.59,7.51,9.29,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2017,8.98,7.98,9.22,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2018,9.02,8.15,9.64,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2019,9.39,7.11,9.89,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2020,9.2,8.56,9.92,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2021,8.84,8.31,10.0,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2022,9.2,8.15,10.16,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2023,9.41,9.02,10.62,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2024,9.53,7.42,10.5,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2025,9.38,7.31,10.4,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2026,9.58,9.11,9.96,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2027,8.88,8.21,9.93,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2028,9.3,8.98,9.98,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2029,8.85,8.19,9.86,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2030,9.22,7.79,9.57,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2031,9.73,8.74,10.04,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2032,9.28,8.05,10.35,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2033,9.79,8.55,10.77,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2034,9.81,8.59,10.64,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2035,10.02,8.94,10.35,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2036,9.12,8.28,9.97,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2037,9.42,8.82,10.9,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2038,9.89,8.52,10.29,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2039,9.55,8.35,10.3,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2040,9.7,9.12,11.18,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2041,9.47,8.67,10.72,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2042,9.36,8.71,9.87,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2043,8.77,8.4,9.98,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2044,9.43,9.08,10.49,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2045,9.93,8.65,10.47,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2046,9.76,9.24,10.15,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2047,10.01,9.38,11.01,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2048,9.96,9.06,10.59,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2049,10.01,7.77,10.95,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2050,9.73,8.68,10.55,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2051,9.59,8.72,10.36,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2052,10.06,8.37,10.52,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2053,9.58,8.45,10.27,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2054,9.69,8.24,10.99,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2055,10.03,9.13,10.41,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2056,9.19,7.84,11.12,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2057,9.37,8.55,10.98,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2058,9.5,8.32,10.25,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2059,9.33,9.17,9.92,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2060,9.41,8.66,9.6,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2061,9.75,8.58,10.4,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2062,10.03,8.66,10.36,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2063,9.67,8.31,10.31,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2064,9.24,8.73,10.33,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2065,10.07,8.35,11.01,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2066,9.54,8.02,10.27,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2067,10.12,8.61,10.34,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2068,10.09,8.55,10.69,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2069,9.59,8.58,10.27,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2070,9.18,8.87,10.2,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2071,9.8,7.33,10.33,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2072,9.52,8.82,9.94,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2073,9.44,8.59,11.29,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2074,9.6,7.47,11.03,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2075,9.05,8.82,9.67,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2076,9.08,8.45,10.38,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2077,9.39,8.51,9.92,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2078,10.22,8.67,10.75,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2079,10.03,9.6,10.84,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2080,9.6,7.27,10.09,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2081,9.82,9.06,10.79,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2082,9.23,8.45,11.34,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2083,9.41,7.06,11.04,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2084,9.56,8.69,10.73,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2085,9.13,8.75,10.86,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2086,9.27,8.67,10.16,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2087,9.87,8.72,10.3,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2088,9.72,8.46,11.11,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2089,9.15,8.86,9.71,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2090,9.28,8.32,11.02,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2091,10.03,9.05,10.62,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2092,9.65,8.43,10.02,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2093,9.5,8.32,9.9,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2094,9.53,8.63,10.3,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2095,9.31,8.12,10.23,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2096,9.28,9.13,10.29,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2097,9.24,8.83,10.12,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2098,9.33,9.03,10.09,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2099,9.53,7.88,10.65,RCP26,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1981,7.93,7.5,8.97,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1982,8.62,8.37,9.11,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1983,8.35,7.18,8.96,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1984,7.7,7.27,8.77,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1985,8.0,7.12,9.32,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1986,7.78,7.5,9.71,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1987,8.24,7.42,8.9,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1988,8.4,8.02,8.89,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1989,8.31,8.04,9.22,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1990,8.42,7.72,9.36,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1991,8.18,8.08,8.78,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1992,7.91,7.09,9.16,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1993,8.49,6.92,9.74,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1994,7.84,7.03,8.35,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1995,8.63,7.13,9.45,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1996,8.5,8.13,9.29,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1997,8.78,7.06,9.47,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1998,8.66,8.4,8.82,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,1999,8.87,8.49,9.15,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2000,8.7,7.22,10.0,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2001,8.95,8.15,9.42,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2002,8.57,7.95,9.29,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2003,8.93,8.24,9.51,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2004,8.49,8.0,10.09,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2005,8.98,7.96,9.59,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2006,8.71,8.5,9.18,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2007,9.03,8.05,9.82,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2008,8.82,7.74,9.51,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2009,8.85,8.36,9.54,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2010,8.8,6.71,8.94,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2011,9.29,8.8,10.25,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2012,8.84,7.39,10.05,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2013,8.78,8.51,9.67,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2014,9.12,8.34,9.95,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2015,8.93,8.7,9.59,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2016,9.43,8.35,10.39,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2017,8.71,7.96,9.32,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2018,9.24,8.46,9.81,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2019,9.01,8.34,9.59,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2020,9.71,8.68,10.69,RCP45,surface,False
Karpfen,Cyprinus carpio,"Rhein, Rhone, Doubs, Ticino",4,,X,3.0,Oeschinensee,2021,9.19,8.57,9.65,RCP45,surface,False
