Fisch,Name wissenschaftlich,Einzugsgebiet,Gefährdungsstatus,Kritische Temperatur °C,Minimale Temperatur °C,Kritischer O2-Grenzwert (mg/l),See,year,temperature_avg,temperature_min,temperature_max,scenario,depth,überlebt
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2021,5.15,4.77,5.77,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2022,5.35,4.74,5.88,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2023,4.98,4.76,5.51,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2024,5.12,4.71,5.48,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2025,5.12,4.65,6.02,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2026,4.97,4.77,5.97,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2027,5.04,4.65,5.7,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2028,5.05,4.79,5.64,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2029,5.44,4.99,5.79,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2030,4.97,4.57,6.06,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2031,5.04,4.55,5.63,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2032,5.21,4.68,5.39,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2033,5.26,4.9,5.72,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2034,5.46,4.22,5.84,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2035,5.04,4.74,5.38,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2036,5.16,4.8,5.66,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2037,5.25,4.74,6.08,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2038,5.36,4.63,6.09,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2039,5.52,5.06,6.04,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2040,5.27,4.74,5.82,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2041,5.1,4.67,5.49,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2042,5.19,4.67,5.59,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2043,5.32,4.68,5.47,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2044,4.99,4.43,5.69,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2045,5.05,4.82,6.18,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2046,5.14,4.71,5.89,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2047,5.13,4.85,5.81,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2048,5.2,4.81,5.75,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2049,5.23,4.62,5.83,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2050,5.37,5.2,5.6,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2051,5.3,4.48,5.69,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2052,5.06,4.7,6.3,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2053,5.08,4.68,6.0,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2054,5.29,4.9,5.64,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2055,5.64,4.9,5.86,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2056,5.63,5.48,5.97,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2057,5.31,4.97,5.67,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2058,5.53,5.03,6.39,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2059,5.32,4.77,5.63,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2060,5.22,4.78,5.71,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2061,5.31,4.79,5.68,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2062,5.29,4.52,5.78,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2063,5.69,5.09,6.6,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2064,5.38,4.57,5.9,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2065,5.37,5.26,5.71,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2066,5.55,5.0,6.01,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2067,5.5,4.53,5.99,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2068,5.59,4.94,6.01,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2069,5.65,4.83,5.91,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2070,5.37,4.95,5.91,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2071,5.31,5.05,6.34,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2072,5.47,4.74,6.68,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2073,5.17,5.07,5.52,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2074,5.53,5.04,5.77,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2075,5.5,4.75,6.07,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2076,5.28,4.82,6.03,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2077,5.58,5.17,5.97,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2078,5.51,5.2,5.91,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2079,5.58,4.98,6.14,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2080,5.7,5.29,5.83,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2081,5.76,5.37,6.44,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2082,5.39,5.13,6.32,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2083,5.43,5.26,6.02,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2084,5.9,5.12,6.27,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2085,5.71,4.72,6.42,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2086,5.42,5.02,6.43,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2087,5.69,5.14,6.45,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2088,5.28,4.99,6.17,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2089,5.34,4.95,6.15,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2090,5.35,4.55,5.72,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2091,5.56,5.22,5.78,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2092,5.47,4.86,5.84,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2093,5.66,4.85,6.21,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2094,5.63,4.85,6.19,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2095,5.3,4.8,5.84,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2096,5.6,5.09,5.66,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2097,5.5,5.27,6.17,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2098,5.38,4.62,6.46,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2099,5.48,4.8,6.06,RCP45,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1981,4.92,4.67,5.74,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1982,4.91,4.36,5.83,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1983,4.95,4.2,5.68,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1984,4.68,4.09,5.24,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1985,4.8,3.95,5.44,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1986,4.85,4.44,5.48,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1987,4.92,4.03,5.19,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1988,4.7,4.5,5.55,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1989,4.92,4.11,6.02,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1990,4.84,4.47,5.28,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1991,4.98,4.47,5.32,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1992,4.73,3.93,5.37,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1993,4.88,3.71,5.57,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1994,4.93,4.35,5.38,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1995,4.92,4.3,5.48,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1996,5.18,4.55,5.43,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1997,5.17,4.57,5.69,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1998,4.9,4.56,5.51,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,1999,5.04,4.57,5.4,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2000,5.05,4.64,5.63,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2001,5.06,4.39,5.41,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2002,5.06,4.47,5.59,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2003,5.11,4.79,5.76,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2004,5.21,4.72,5.85,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2005,5.04,4.53,5.85,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2006,4.96,4.6,5.87,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2007,5.07,4.26,5.62,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2008,4.85,4.52,5.65,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2009,4.99,4.65,5.69,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2010,5.23,4.58,5.93,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2011,5.11,4.39,6.0,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2012,5.05,4.55,5.35,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2013,4.86,4.28,5.48,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2014,5.06,4.33,5.46,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2015,5.07,4.71,5.82,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2016,5.07,4.49,5.78,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2017,5.21,4.61,5.86,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2018,5.3,4.21,5.84,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2019,5.22,4.93,5.81,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2020,5.01,4.47,5.88,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2021,5.11,4.29,5.71,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2022,5.12,4.55,5.44,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2023,5.02,4.51,5.76,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2024,5.39,4.62,5.77,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2025,5.26,4.74,5.91,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2026,5.4,4.41,6.29,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2027,5.19,4.67,5.67,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2028,5.1,4.39,5.62,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2029,5.16,4.49,5.57,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2030,5.01,4.43,5.5,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2031,5.35,4.41,5.87,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2032,5.0,4.23,5.8,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2033,4.81,4.48,6.09,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2034,5.14,4.4,6.27,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2035,5.38,4.71,5.86,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2036,5.08,4.61,5.75,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2037,5.33,4.83,5.97,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2038,5.5,4.66,6.21,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2039,5.53,4.82,5.85,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2040,5.19,4.69,6.37,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2041,5.27,5.03,5.71,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2042,5.37,4.97,6.0,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2043,5.68,5.05,6.85,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2044,5.57,4.77,6.36,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2045,5.23,4.96,5.67,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2046,5.25,4.72,5.88,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2047,5.26,4.55,5.66,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2048,5.25,4.72,5.66,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2049,5.1,4.59,5.72,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2050,5.19,4.97,6.33,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2051,5.25,4.76,6.59,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2052,5.62,4.78,6.75,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2053,5.64,4.98,6.5,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2054,5.35,4.9,5.84,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2055,5.26,4.68,5.8,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2056,5.41,4.59,6.43,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2057,5.51,4.79,5.89,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2058,5.55,4.55,6.02,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2059,5.64,4.76,6.31,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2060,5.57,4.88,6.23,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2061,5.7,4.55,6.14,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2062,5.55,4.67,6.27,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2063,5.6,4.42,6.25,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2064,5.56,4.57,6.31,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2065,5.51,4.7,6.1,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2066,5.42,4.8,6.28,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2067,5.91,4.96,6.62,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2068,5.67,5.0,6.29,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2069,5.6,4.79,6.37,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2070,5.73,4.79,6.15,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2071,5.61,5.07,6.52,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2072,5.55,4.99,6.27,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2073,5.64,4.83,7.3,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2074,5.72,5.12,6.78,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2075,5.5,4.91,6.17,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2076,5.64,4.73,6.25,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2077,5.85,5.32,6.99,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2078,5.95,5.67,6.71,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2079,5.77,4.77,6.96,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2080,5.93,5.41,7.26,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2081,6.11,5.07,7.3,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2082,6.34,4.95,7.56,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2083,5.82,5.19,6.96,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2084,6.01,5.36,7.17,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2085,6.2,5.3,7.16,RCP85,bottom,True
Barbe,Barbus barbus,"Rhein, Rhone, Doubs",4,29.0,2,3.0,Oeschinensee,2086,5.99,5.28,7.21,RCP85,bottom,True
