See,Szenario,Jahr,Temperatur
Lower-Lugano,RCP45,1994,13.38
Lower-Lugano,RCP45,1995,14.1
Lower-Lugano,RCP45,1996,13.92
Lower-Lugano,RCP45,1997,14.15
Lower-Lugano,RCP45,1998,14.07
Lower-Lugano,RCP45,1999,14.26
Lower-Lugano,RCP45,2000,14.02
Lower-Lugano,RCP45,2001,13.89
Lower-Lugano,RCP45,2002,13.95
Lower-Lugano,RCP45,2003,13.94
Lower-Lugano,RCP45,2004,14.27
Lower-Lugano,RCP45,2005,14.33
Lower-Lugano,RCP45,2006,14.02
Lower-Lugano,RCP45,2007,14.12
Lower-Lugano,RCP45,2008,13.74
Lower-Lugano,RCP45,2009,13.94
Lower-Lugano,RCP45,2010,13.54
Lower-Lugano,RCP45,2011,14.77
Lower-Lugano,RCP45,2012,14.81
Lower-Lugano,RCP45,2013,14.22
Lower-Lugano,RCP45,2014,14.35
Lower-Lugano,RCP45,2015,14.24
Lower-Lugano,RCP45,2016,14.66
Lower-Lugano,RCP45,2017,14.35
Lower-Lugano,RCP45,2018,14.27
Lower-Lugano,RCP45,2019,14.12
Lower-Lugano,RCP45,2020,14.84
Lower-Lugano,RCP45,2021,14.34
Lower-Lugano,RCP45,2022,14.37
Lower-Lugano,RCP45,2023,14.7
Lower-Lugano,RCP45,2024,14.26
Lower-Lugano,RCP45,2025,14.72
Lower-Lugano,RCP45,2026,14.66
Lower-Lugano,RCP45,2027,14.66
Lower-Lugano,RCP45,2028,14.53
Lower-Lugano,RCP45,2029,14.2
Lower-Lugano,RCP45,2030,14.22
Lower-Lugano,RCP45,2031,14.55
Lower-Lugano,RCP45,2032,14.82
Lower-Lugano,RCP45,2033,15.29
Lower-Lugano,RCP45,2034,14.88
Lower-Lugano,RCP45,2035,14.63
Lower-Lugano,RCP45,2036,14.97
Lower-Lugano,RCP45,2037,14.59
Lower-Lugano,RCP45,2038,15.09
Lower-Lugano,RCP45,2039,15.13
Lower-Lugano,RCP45,2040,15.11
Lower-Lugano,RCP45,2041,14.89
Lower-Lugano,RCP45,2042,15.04
Lower-Lugano,RCP45,2043,14.59
Lower-Lugano,RCP45,2044,15.39
Lower-Lugano,RCP45,2045,15.03
Lower-Lugano,RCP45,2046,15.37
Lower-Lugano,RCP45,2047,15.07
Lower-Lugano,RCP45,2048,14.83
Lower-Lugano,RCP45,2049,14.59
Lower-Lugano,RCP45,2050,14.95
